2014-15 School Quality Report Results for High Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing - 4yr,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
14K478,"The High School for Enterprise, Business and Techn",High School,1001,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,88%,81%,90%,72%,67%,85%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"March 31, 2015",2.40,2.36,7.5%,16.1%,3.3%,71.5%,6.9%,54.3%,4.0%,36.1%,56.9%,2.5%,4.8,79.4%,89.4%,28.9%,95.7%
14K488,Brooklyn Preparatory High School,High School,494,Meeting Target,Exceeding Target,N/A,Meeting Target,Meeting Target,Meeting Target,Meeting Target,82%,91%,93%,90%,76%,95%,Proficient,Proficient,Proficient,Well Developed,Well Developed,"May 5, 2015",2.45,2.25,3.6%,17.6%,0.8%,64.6%,5.7%,47.6%,2.4%,54.7%,40.3%,2.0%,4.9,61.1%,89.9%,30.0%,95.7%
14K558,Williamsburg High School for Architecture and Desi,High School,595,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,95%,95%,97%,92%,77%,96%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"January 12, 2015",2.36,2.29,4.2%,26.6%,0.5%,69.0%,8.6%,52.3%,2.4%,31.6%,60.0%,4.2%,6.5,69.4%,92.2%,21.0%,97.2%
14K561,Williamsburg Preparatory School,High School,682,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,86%,93%,86%,93%,80%,96%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"February 26, 2015",2.55,2.43,3.2%,15.0%,1.2%,67.5%,4.7%,50.7%,2.6%,16.4%,69.6%,10.0%,4.5,88.1%,90.9%,27.2%,96.7%
14K586,Lyons Community School,High School,520,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,85%,95%,84%,92%,84%,93%,Proficient,Developing,Proficient,Proficient,Proficient,"March 19-20, 2014",2.20,2.03,12.8%,21.4%,0.3%,84.3%,15.7%,66.2%,1.8%,39.8%,55.8%,2.4%,8.0,68.8%,79.9%,56.5%,96.9%
14K610,Automotive High School,High School,383,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,N/A,N/A,Approaching Target,82%,74%,79%,56%,75%,72%,Developing,Developing,Developing,Developing,Developing,"May 27, 2015",2.14,2.10,7.0%,29.2%,9.4%,70.6%,7.6%,56.9%,1.6%,55.9%,38.1%,2.9%,3.9,64.9%,80.5%,57.8%,97.0%
14K614,Young Women's Leadership School of Brooklyn,High School,380,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,84%,88%,85%,83%,81%,93%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"March 3-4, 2014",2.58,2.32,2.1%,15.8%,0.0%,68.0%,6.7%,47.5%,3.3%,63.8%,28.3%,0.8%,7.0,50.0%,92.2%,28.7%,97.5%
14K632,Frances Perkins Academy,High School,142,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,80%,92%,83%,94%,82%,92%,Proficient,Developing,Developing,Proficient,Proficient,"May 13-14, 2014",2.15,2.06,5.6%,28.9%,0.0%,73.0%,13.4%,52.8%,0.7%,62.7%,32.4%,2.1%,2.0,42.9%,85.2%,39.0%,98.2%
14K685,El Puente Academy for Peace and Justice,High School,245,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,90%,94%,86%,89%,74%,95%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"April 21, 2015",2.23,2.10,15.5%,24.5%,0.0%,78.0%,6.9%,61.2%,0.0%,11.8%,85.3%,1.2%,4.0,81.3%,85.2%,49.2%,96.2%
15K429,Brooklyn School for Global Studies,High School,250,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,79%,73%,78%,67%,69%,76%,Proficient,Developing,Proficient,Well Developed,Proficient,"April 27, 2015",2.27,2.13,7.8%,25.9%,0.0%,74.9%,5.4%,58.4%,2.4%,54.8%,35.5%,6.6%,1.7,75.0%,84.5%,41.9%,95.6%
15K448,Brooklyn Secondary School for Collaborative Studie,High School,685,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,85%,91%,85%,87%,81%,93%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"November 7-8, 2013",2.44,2.18,3.3%,27.5%,0.0%,63.5%,7.3%,44.3%,5.8%,38.5%,45.3%,9.3%,0.9,62.7%,84.6%,47.0%,96.4%
15K462,Secondary School for Law,High School,351,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,91%,79%,89%,77%,81%,90%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"April 1, 2015",2.43,2.22,2.0%,14.0%,0.6%,67.5%,8.8%,52.1%,2.0%,66.4%,25.9%,3.4%,5.0,76.9%,86.0%,40.4%,95.9%
15K463,Secondary School for Journalism,High School,285,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,91%,86%,79%,86%,71%,88%,Proficient,Developing,Developing,Developing,Proficient,"April 24, 2015",2.33,2.14,12.6%,20.7%,0.0%,69.4%,9.1%,54.4%,7.4%,46.7%,37.5%,6.3%,0.9,75.0%,80.2%,56.9%,97.2%
15K464,Park Slope Collegiate,High School,423,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,91%,93%,83%,92%,79%,92%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 13, 2015",2.26,2.17,10.5%,19.1%,0.3%,65.2%,6.9%,51.6%,7.9%,46.4%,36.5%,3.6%,11.0,71.9%,89.1%,34.4%,96.5%
15K497,School for International Studies,High School,466,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,83%,85%,73%,79%,71%,80%,Well Developed,Proficient,Well Developed,Proficient,Well Developed,"May 12, 2015",2.35,2.27,9.3%,13.5%,3.4%,71.0%,8.2%,54.1%,4.2%,47.9%,36.3%,9.9%,2.8,56.8%,86.7%,36.4%,96.3%
15K519,Cobble Hill School of American Studies,High School,596,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,80%,70%,79%,56%,75%,78%,Developing,Developing,Proficient,Proficient,Proficient,"December 5-6, 2013",2.31,2.15,9.1%,21.3%,7.9%,69.3%,9.2%,53.4%,4.5%,63.8%,25.0%,4.4%,4.8,61.1%,82.8%,45.0%,96.2%
15K592,Khalil Gibran International Academy,High School,174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88%,92%,89%,84%,80%,96%,Proficient,Proficient,Proficient,Well Developed,Well Developed,"April 21, 2015",2.21,2.07,32.8%,17.8%,1.7%,64.9%,16.1%,44.3%,15.5%,48.3%,6.3%,27.6%,3.8,50.0%,89.8%,26.1%,96.7%
15K656,Brooklyn High School of the Arts,High School,870,Exceeding Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,81%,72%,75%,68%,69%,81%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"April 21, 2015",2.61,2.41,1.3%,11.6%,3.0%,58.9%,5.4%,43.0%,1.7%,70.3%,22.5%,2.0%,7.0,63.5%,91.1%,25.6%,97.3%
15K667,Sunset Park High School,High School,1333,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,83%,84%,84%,82%,74%,90%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"March 24, 2015",2.26,2.20,16.4%,22.0%,5.2%,74.8%,6.6%,60.8%,7.3%,8.5%,77.3%,6.8%,0.8,58.6%,85.5%,36.9%,96.0%
15K684,Millennium Brooklyn HS,High School,566,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,92%,94%,89%,93%,78%,94%,Proficient,Proficient,Proficient,Proficient,Proficient,"November 13-14, 2013",3.28,2.98,0.5%,11.0%,0.4%,39.3%,2.7%,23.7%,9.5%,26.0%,27.2%,31.1%,4.0,49.1%,93.9%,17.3%,97.5%
16K393,Frederick Douglass Academy IV Secondary School,High School,92,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,90%,87%,90%,77%,87%,83%,Developing,Proficient,Developing,Proficient,Developing,"April 30, 2015",2.21,1.95,1.1%,34.8%,13.0%,74.4%,14.1%,60.9%,1.1%,82.6%,14.1%,1.1%,4.6,63.6%,78.9%,65.0%,97.2%
16K455,Boys and Girls High School,High School,648,Approaching Target,Approaching Target,N/A,Approaching Target,Meeting Target,Meeting Target,Approaching Target,86%,81%,82%,75%,81%,87%,Developing,Developing,Developing,Developing,Developing,"March 12, 2015",2.14,2.02,4.9%,25.9%,12.7%,76.3%,16.5%,58.2%,0.9%,87.2%,8.6%,1.7%,,85.4%,78.4%,60.3%,96.8%
16K498,Brooklyn High School for Law and Technology,High School,596,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,72%,76%,73%,71%,64%,85%,Proficient,Proficient,Proficient,Well Developed,Proficient,"April 23, 2015",2.38,2.21,2.7%,17.1%,1.8%,73.0%,7.6%,59.1%,2.5%,71.1%,23.8%,1.2%,0.8,72.7%,90.2%,23.1%,97.1%
16K594,Gotham Professional Arts Academy,High School,226,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,90%,82%,80%,72%,82%,88%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 13, 2015",2.30,2.11,1.8%,23.5%,0.9%,76.8%,19.9%,58.0%,0.9%,81.9%,14.6%,1.3%,8.0,87.5%,77.7%,58.5%,96.3%
16K688,The Brooklyn Academy of Global Finance,High School,152,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,85%,95%,81%,91%,76%,93%,Proficient,Developing,Developing,Proficient,Proficient,"December 16, 2014",2.11,2.03,11.2%,30.3%,5.9%,79.5%,18.4%,61.2%,5.9%,71.7%,20.4%,2.0%,2.8,23.1%,80.5%,56.0%,97.4%
16K765,Nelson Mandela High School,High School,124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88%,94%,78%,94%,76%,95%,Proficient,Developing,Proficient,Proficient,Developing,"March 23, 2015",2.19,2.16,1.6%,21.0%,4.8%,81.1%,12.1%,65.3%,0.0%,86.3%,10.5%,2.4%,1.0,100.0%,85.5%,52.0%,96.8%
17K122,Pathways in Technology Early College High School (,High School,438,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,94%,86%,83%,85%,76%,90%,Proficient,Proficient,Developing,Well Developed,Proficient,"December 11-12, 2013",2.49,2.31,2.1%,15.5%,0.5%,59.0%,5.3%,43.2%,3.0%,85.6%,9.1%,0.7%,4.0,78.6%,92.2%,18.9%,98.3%
17K382,Academy for College Preparation and Career Explora,High School,505,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,79%,76%,75%,68%,70%,77%,Proficient,Proficient,Proficient,Proficient,Proficient,"January 13-14, 2014",2.22,2.09,6.4%,19.6%,0.8%,68.4%,9.0%,52.4%,1.7%,84.6%,12.3%,0.8%,5.0,76.7%,82.6%,41.4%,96.6%
17K408,Academy of Hospitality and Tourism,High School,285,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,80%,86%,74%,89%,67%,87%,Proficient,Developing,Developing,Proficient,Proficient,"May 8, 2015",2.14,1.98,15.8%,23.2%,1.8%,64.9%,14.7%,48.1%,3.5%,84.6%,10.2%,1.1%,9.0,77.8%,82.5%,41.7%,96.6%
17K524,International High School at Prospect Heights,High School,414,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,80%,90%,89%,80%,82%,91%,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,"April 14, 2015",1.79,2.02,87.4%,7.2%,0.5%,70.4%,18.4%,47.8%,18.4%,29.0%,38.9%,13.3%,5.4,87.5%,87.1%,35.2%,95.9%
17K528,The High School for Global Citizenship,High School,246,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,87%,88%,84%,88%,89%,89%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"March 18, 2015",2.22,2.05,14.6%,15.4%,0.8%,64.2%,11.8%,43.1%,1.6%,82.1%,13.0%,2.8%,4.9,83.3%,87.4%,33.1%,98.1%
17K531,"School for Human Rights, The",High School,424,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,97%,99%,86%,95%,80%,94%,Proficient,Proficient,Proficient,Proficient,Proficient,"December 10, 2014",2.32,2.19,5.2%,17.5%,0.3%,68.7%,6.5%,50.5%,1.4%,90.7%,6.5%,1.0%,8.0,92.0%,91.3%,23.5%,95.8%
17K533,School for Democracy and  Leadership,High School,319,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,84%,72%,77%,76%,72%,85%,Proficient,Developing,Developing,Well Developed,Proficient,"April 9-10, 2014",2.25,2.14,5.4%,23.6%,1.9%,65.3%,14.0%,43.4%,0.8%,87.6%,7.4%,2.3%,3.8,74.1%,79.9%,54.3%,96.8%
17K537,High School for Youth and Community Development at,High School,384,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,86%,89%,80%,84%,81%,90%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"April 23, 2015",2.20,2.05,7.3%,23.4%,0.8%,65.9%,9.9%,52.1%,2.3%,85.4%,8.9%,2.1%,10.3,85.7%,88.6%,35.4%,96.9%
17K539,High School for Service & Learning at Erasmus,High School,445,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,88%,86%,76%,84%,78%,86%,Proficient,Developing,Proficient,Proficient,Proficient,"January 20, 2015",2.23,2.06,8.5%,19.3%,0.7%,64.0%,8.3%,48.5%,2.7%,82.5%,10.6%,2.0%,3.8,73.9%,86.5%,36.3%,97.1%
17K543,"Science, Technology and Research Early College Hig",High School,516,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,97%,96%,89%,91%,90%,94%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"January 7, 2015",3.01,2.85,0.0%,4.0%,0.0%,53.6%,2.8%,39.0%,4.0%,87.1%,6.4%,0.9%,7.0,75.9%,95.5%,13.0%,97.4%
17K544,International Arts Business School,High School,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,90%,100%,82%,84%,87%,Developing,Developing,Developing,Proficient,Proficient,"December 1, 2014",2.71,2.61,0.0%,8.3%,0.0%,48.2%,0.0%,33.3%,8.3%,75.0%,16.7%,0.0%,3.3,100.0%,93.7%,,96.9%
17K546,High School for Public Service: Heroes  of Tomorro,High School,454,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,88%,94%,88%,90%,75%,94%,Proficient,Proficient,Proficient,Proficient,Proficient,"January 14, 2015",2.84,2.70,1.5%,10.1%,0.4%,61.5%,4.6%,48.0%,5.3%,75.8%,17.4%,1.1%,2.4,96.0%,92.4%,19.0%,95.5%
17K547,Brooklyn Academy of Science and the Environment,High School,453,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,83%,86%,78%,84%,76%,91%,Well Developed,Proficient,Proficient,Proficient,Proficient,"May 14, 2015",2.29,2.18,7.1%,16.1%,1.1%,67.2%,12.1%,50.6%,5.3%,80.1%,12.6%,1.3%,12.0,74.2%,91.0%,23.6%,96.9%
17K548,Brooklyn School for Music & Theatre,High School,386,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,82%,77%,75%,78%,77%,80%,Proficient,Developing,Proficient,Proficient,Proficient,"March 13, 2015",2.30,2.11,0.8%,16.1%,0.5%,70.8%,12.7%,55.2%,0.8%,82.6%,15.8%,0.8%,8.0,74.1%,88.7%,32.1%,97.0%
17K590,Medgar Evers College Preparatory School,High School,1271,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,N/A,N/A,Meeting Target,87%,89%,79%,80%,81%,85%,Well Developed,Well Developed,Proficient,Well Developed,Proficient,"May 18, 2015",3.09,2.97,0.6%,4.2%,0.5%,46.4%,2.8%,31.2%,2.9%,90.9%,3.3%,0.6%,13.9,81.7%,94.4%,15.1%,97.0%
17K600,Clara Barton High School,High School,1499,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,83%,74%,73%,68%,70%,79%,Developing,Developing,Developing,Proficient,Proficient,"February 9, 2015",2.37,2.21,9.5%,16.8%,8.0%,62.6%,8.1%,47.4%,1.8%,89.5%,5.7%,0.9%,8.4,89.8%,88.0%,31.2%,97.1%
17K745,Brooklyn Institute for Liberal Arts,High School,253,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81%,89%,85%,87%,81%,89%,Well Developed,Proficient,Proficient,Well Developed,Proficient,"March 12, 2015",2.24,2.08,6.7%,19.4%,0.8%,64.5%,14.6%,45.8%,1.6%,94.1%,3.2%,0.4%,3.0,10.5%,93.8%,14.5%,97.4%
17K751,Academy for Health Careers,High School,373,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,78%,87%,76%,86%,72%,89%,Developing,Developing,Developing,Proficient,Proficient,"March 25, 2015",2.39,2.24,2.7%,13.9%,3.2%,70.6%,13.1%,54.2%,1.6%,85.5%,8.8%,0.8%,5.0,50.0%,84.4%,48.9%,96.3%
18K563,It Takes a Village Academy,High School,566,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,93%,93%,82%,92%,88%,91%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"February 25, 2015",2.39,2.24,19.6%,12.9%,0.7%,58.0%,8.1%,40.3%,0.5%,90.3%,5.7%,1.1%,8.0,81.6%,91.8%,19.7%,96.8%
18K566,Brooklyn Generation School,High School,286,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,89%,91%,83%,91%,75%,90%,Proficient,Developing,Proficient,Proficient,Proficient,"April 16, 2015",2.24,2.07,8.0%,24.5%,3.8%,60.7%,8.7%,46.5%,1.7%,85.0%,8.7%,1.4%,3.8,76.0%,91.5%,24.7%,96.4%
18K567,Brooklyn Theatre Arts High School,High School,395,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,91%,88%,80%,79%,73%,88%,Proficient,Developing,Proficient,Proficient,Proficient,"November 18-19, 2013",2.29,2.06,3.8%,18.2%,1.3%,72.5%,11.6%,59.7%,0.5%,82.0%,13.2%,1.8%,2.9,79.2%,84.7%,42.8%,97.0%
18K569,Kurt Hahn Expeditionary Learning School,High School,341,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,82%,87%,84%,82%,84%,89%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"May 15, 2015",2.30,2.11,3.8%,20.5%,0.3%,58.6%,12.6%,40.5%,1.2%,91.2%,6.7%,0.3%,0.9,83.3%,90.9%,23.3%,94.0%
18K576,Victory Collegiate High School,High School,331,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,83%,84%,89%,79%,73%,91%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"May 13, 2015",2.32,2.14,1.8%,19.9%,0.3%,60.8%,9.7%,45.6%,0.9%,88.8%,6.3%,1.2%,8.0,47.8%,90.9%,27.5%,97.1%
18K589,Arts & Media Preparatory Academy,High School,279,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,80%,75%,79%,79%,74%,82%,Developing,Developing,Developing,Proficient,Proficient,"April 30, 2015",2.29,2.06,3.9%,19.4%,0.7%,75.1%,12.5%,59.1%,1.1%,82.8%,12.5%,1.4%,1.0,61.9%,84.3%,53.1%,97.0%
18K617,High School for Innovation in Advertising and Medi,High School,303,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,73%,73%,85%,71%,71%,85%,Proficient,Developing,Proficient,Proficient,Proficient,"November 13, 2014",2.20,2.06,5.9%,19.8%,2.3%,60.4%,9.2%,45.9%,1.3%,85.8%,9.6%,2.6%,7.0,68.0%,86.8%,37.1%,95.7%
18K629,Cultural Academy for the Arts and Sciences,High School,353,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,70%,71%,79%,71%,74%,82%,Proficient,Developing,Developing,Proficient,Proficient,"May 6, 2015",2.21,2.10,5.9%,22.1%,0.6%,58.6%,8.8%,42.5%,0.6%,90.4%,8.5%,0.6%,7.0,81.5%,83.6%,43.5%,95.5%
18K633,High School for Medical Professions,High School,432,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,85%,89%,81%,87%,74%,87%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"Apr 16-17, 2013",2.51,2.34,2.3%,14.1%,0.0%,63.4%,5.8%,50.2%,2.8%,81.9%,13.2%,0.2%,1.8,67.9%,91.8%,25.5%,97.0%
18K637,Academy for Conservation and the Environment,High School,308,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,86%,87%,80%,91%,86%,91%,Proficient,Proficient,Proficient,Proficient,Well Developed,"April 2-3, 2014",2.23,2.10,7.1%,23.1%,1.6%,64.7%,14.3%,49.7%,1.6%,86.0%,9.7%,1.3%,3.8,52.2%,84.6%,50.3%,97.7%
18K642,Urban Action Academy,High School,309,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,85%,88%,80%,93%,80%,91%,Developing,Developing,Proficient,Proficient,Proficient,"November 13, 2014",2.22,2.09,10.7%,20.1%,3.9%,60.1%,9.1%,43.4%,2.9%,79.0%,12.3%,4.2%,2.0,65.2%,83.6%,51.5%,
19K404,Academy for Young Writers,High School,547,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,71%,85%,78%,87%,75%,92%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"December 3, 2014",2.58,2.16,1.0%,16.4%,0.0%,70.5%,7.2%,51.0%,1.5%,73.1%,21.9%,1.2%,4.9,52.5%,89.0%,37.8%,96.5%
19K409,East New York Family Academy,High School,479,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,87%,85%,80%,84%,71%,90%,Proficient,Developing,Proficient,Proficient,Proficient,"May 21-22, 2014",2.51,2.48,2.5%,14.4%,0.0%,71.6%,5.8%,51.8%,2.2%,67.6%,29.5%,0.4%,1.6,71.9%,88.0%,39.9%,98.2%
19K502,FDNY High School for Fire and Life Safety,High School,324,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,74%,71%,83%,73%,87%,83%,Proficient,Proficient,Proficient,Proficient,Proficient,"November 25, 2014",2.14,2.03,4.6%,25.9%,3.1%,77.2%,11.7%,63.0%,1.2%,71.6%,24.4%,1.9%,7.9,76.5%,80.6%,51.1%,94.8%
19K504,High School for Civil Rights,High School,319,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,91%,93%,87%,84%,77%,93%,Developing,Developing,Developing,Developing,Developing,"April 21, 2015",2.15,1.99,7.8%,28.5%,0.9%,74.1%,16.6%,53.0%,0.3%,74.0%,22.9%,1.9%,8.8,100.0%,75.4%,66.6%,97.0%
19K507,Performing Arts and Technology High School,High School,406,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,89%,89%,78%,87%,78%,89%,Proficient,Developing,Proficient,Proficient,Proficient,"April 1, 2015",2.24,2.09,2.5%,20.7%,3.2%,76.3%,11.3%,62.1%,0.2%,80.8%,18.2%,0.5%,2.0,83.3%,81.2%,55.6%,97.1%
19K510,World Academy for Total Community Health High Scho,High School,284,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,91%,87%,78%,85%,74%,86%,Proficient,Developing,Developing,Proficient,Proficient,"December 10, 2014",2.20,2.08,11.3%,23.6%,1.1%,71.0%,11.3%,53.9%,2.5%,75.7%,19.0%,1.4%,1.7,72.2%,81.2%,52.4%,97.6%
19K583,Multicultural High School,High School,229,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,85%,89%,84%,82%,81%,93%,Proficient,Developing,Developing,Proficient,Proficient,"December 19, 2014",1.76,1.95,90.0%,2.2%,0.4%,72.8%,12.7%,49.8%,0.0%,0.0%,99.6%,0.4%,3.8,81.8%,84.8%,49.8%,96.6%
19K615,Transit Tech Career and Technical Education High S,High School,1093,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,78%,76%,74%,71%,69%,83%,Developing,Developing,Proficient,Proficient,Proficient,"April 15, 2015",2.24,2.15,4.8%,23.6%,6.8%,72.4%,7.8%,57.1%,6.1%,63.6%,27.2%,1.3%,1.8,86.8%,85.6%,35.4%,95.5%
19K618,Academy of Innovative Technology,High School,413,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,84%,89%,86%,88%,78%,94%,Proficient,Proficient,Proficient,Well Developed,Proficient,"February 26-27, 2014",2.24,2.10,9.9%,24.2%,2.4%,68.9%,8.5%,51.6%,5.3%,45.5%,45.5%,1.2%,7.0,71.1%,82.3%,53.9%,97.3%
19K639,Brooklyn Lab School,High School,334,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,80%,70%,77%,70%,71%,77%,Proficient,Developing,Developing,Developing,Proficient,"February 25, 2015",2.18,2.04,17.7%,23.4%,0.9%,80.7%,13.5%,66.5%,5.4%,35.6%,56.9%,0.9%,3.8,52.0%,73.6%,61.6%,94.2%
